time,Open,High,Low,Close,Volume,spread,real_volume
2025-04-29 03:30:00,3312.563,3316.913,3312.517,3314.468,2380,159,0
2025-04-29 03:45:00,3314.424,3316.039,3308.016,3316.03,3156,159,0
2025-04-29 04:00:00,3316.057,3317.65,3314.233,3314.538,1801,160,0
2025-04-29 04:15:00,3314.568,3316.292,3313.379,3316.063,1654,160,0
2025-04-29 04:30:00,3316.049,3318.172,3312.865,3313.967,2260,159,0
2025-04-29 04:45:00,3313.989,3314.069,3306.692,3309.374,2465,159,0
2025-04-29 05:00:00,3309.345,3312.709,3307.588,3307.697,2125,159,0
2025-04-29 05:15:00,3307.66,3309.528,3305.084,3309.444,2493,159,0
2025-04-29 05:30:00,3309.42,3316.563,3307.863,3316.127,3443,159,0
2025-04-29 05:45:00,3316.136,3316.601,3310.132,3310.341,2342,159,0
2025-04-29 06:00:00,3310.349,3315.404,3308.771,3312.91,2707,159,0
2025-04-29 06:15:00,3312.878,3321.986,3312.867,3321.177,2987,159,0
2025-04-29 06:30:00,3321.184,3323.895,3318.605,3322.818,3393,159,0
2025-04-29 06:45:00,3322.847,3323.417,3315.201,3318.777,2658,159,0
2025-04-29 07:00:00,3318.694,3319.021,3312.364,3316.017,2334,159,0
2025-04-29 07:15:00,3316.042,3320.777,3314.898,3317.098,2366,160,0
2025-04-29 07:30:00,3317.138,3320.007,3314.812,3318.505,2226,159,0
2025-04-29 07:45:00,3318.503,3323.204,3318.076,3323.042,2011,159,0
2025-04-29 08:00:00,3323.066,3324.923,3319.235,3320.585,2456,159,0
2025-04-29 08:15:00,3320.547,3322.815,3318.441,3320.383,1893,159,0
2025-04-29 08:30:00,3320.287,3320.305,3315.19,3316.218,1593,159,0
2025-04-29 08:45:00,3316.178,3316.634,3311.746,3311.887,1751,160,0
2025-04-29 09:00:00,3311.862,3314.835,3311.67,3312.915,1756,160,0
2025-04-29 09:15:00,3312.923,3315.217,3308.655,3315.06,2177,159,0
2025-04-29 09:30:00,3315.098,3315.965,3310.537,3311.62,2017,159,0
2025-04-29 09:45:00,3311.66,3312.384,3308.97,3309.103,2010,160,0
2025-04-29 10:00:00,3309.015,3315.424,3308.979,3312.144,1763,159,0
2025-04-29 10:15:00,3312.06,3312.177,3306.159,3307.406,2520,159,0
2025-04-29 10:30:00,3307.423,3313.577,3307.046,3313.577,2326,159,0
2025-04-29 10:45:00,3313.584,3315.542,3311.917,3312.914,1968,159,0
2025-04-29 11:00:00,3312.94,3316.001,3310.49,3310.854,2336,160,0
2025-04-29 11:15:00,3310.784,3315.933,3310.504,3313.477,2163,159,0
2025-04-29 11:30:00,3313.396,3315.489,3312.593,3312.624,1767,159,0
2025-04-29 11:45:00,3312.609,3313.552,3307.868,3309.373,2739,159,0
2025-04-29 12:00:00,3309.32,3310.089,3305.962,3310.018,2975,159,0
2025-04-29 12:15:00,3309.996,3311.377,3300.378,3311.377,4459,159,0
2025-04-29 12:30:00,3311.451,3312.218,3303.793,3309.395,4301,159,0
2025-04-29 12:45:00,3309.369,3314.623,3306.981,3312.869,4366,159,0
2025-04-29 13:00:00,3312.798,3317.248,3309.348,3316.16,6299,159,0
2025-04-29 13:15:00,3316.135,3317.687,3311.89,3317.22,4647,159,0
2025-04-29 13:30:00,3317.254,3321.327,3310.703,3312.066,7294,159,0
2025-04-29 13:45:00,3312.1,3312.189,3299.795,3306.985,8233,159,0
2025-04-29 14:00:00,3307.01,3310.794,3299.649,3309.151,6776,159,0
2025-04-29 14:15:00,3309.11,3317.007,3306.801,3315.148,5597,159,0
2025-04-29 14:30:00,3315.12,3317.745,3311.364,3314.489,4010,159,0
2025-04-29 14:45:00,3314.421,3317.705,3311.391,3314.522,3469,159,0
2025-04-29 15:00:00,3314.507,3315.634,3308.975,3311.261,3707,159,0
2025-04-29 15:15:00,3311.294,3312.798,3308.431,3312.583,3414,159,0
2025-04-29 15:30:00,3312.506,3314.015,3305.25,3306.492,3090,159,0
2025-04-29 15:45:00,3306.404,3314.176,3305.693,3312.455,2492,159,0
2025-04-29 16:00:00,3312.477,3316.708,3312.184,3315.369,2437,159,0
2025-04-29 16:15:00,3315.387,3320.05,3314.023,3319.433,2340,160,0
2025-04-29 16:30:00,3319.43,3326.87,3317.876,3325.556,2937,159,0
2025-04-29 16:45:00,3325.657,3330.004,3324.596,3328.718,2761,160,0
