time,Open,High,Low,Close,Volume,spread,RealVolume
2022-09-06 04:00:00,1717.78,1720.74,1713.467,1715.743,14198,200,0
2022-09-06 08:00:00,1715.721,1716.021,1710.649,1714.551,15296,200,0
2022-09-06 12:00:00,1714.553,1714.97,1701.116,1703.015,31965,200,0
2022-09-06 16:00:00,1703.011,1704.338,1699.751,1700.08,15315,200,0
2022-09-06 20:00:00,1700.05,1703.837,1699.924,1703.478,4977,200,0
2022-09-07 00:00:00,1703.475,1703.801,1692.425,1693.397,16201,200,0
2022-09-07 04:00:00,1693.365,1703.66,1691.358,1703.182,16115,200,0
2022-09-07 08:00:00,1703.214,1707.165,1700.273,1701.064,17680,200,0
2022-09-07 12:00:00,1701.062,1713.411,1697.023,1710.456,26271,200,0
2022-09-07 16:00:00,1710.426,1719.193,1709.488,1717.233,14645,200,0
2022-09-07 20:00:00,1717.198,1719.426,1716.043,1716.553,4705,200,0
2022-09-08 00:00:00,1716.548,1719.265,1713.491,1714.414,13105,200,0
2022-09-08 04:00:00,1714.417,1722.778,1713.856,1717.592,15215,200,0
2022-09-08 08:00:00,1717.611,1727.938,1716.151,1723.762,18185,200,0
2022-09-08 12:00:00,1723.759,1726.585,1703.814,1707.148,40700,200,0
2022-09-08 16:00:00,1707.119,1711.573,1704.803,1706.764,15267,200,0
2022-09-08 20:00:00,1706.766,1710.889,1706.766,1710.648,3695,200,0
2022-09-09 00:00:00,1710.618,1720.582,1709.683,1719.224,12198,200,0
2022-09-09 04:00:00,1719.259,1729.238,1718.179,1727.24,15495,200,0
2022-09-09 08:00:00,1727.208,1729.336,1719.697,1720.759,19355,200,0
2022-09-09 12:00:00,1720.781,1722.471,1711.327,1716.788,27613,200,0
2022-09-09 16:00:00,1716.801,1720.27,1714.539,1715.661,11172,200,0
2022-09-09 20:00:00,1715.626,1718.016,1715.371,1717.186,1380,200,0
2022-09-11 20:00:00,1718.402,1720.155,1716.742,1718.396,3416,200,0
2022-09-12 00:00:00,1718.365,1718.694,1712.226,1713.598,9984,200,0
2022-09-12 04:00:00,1713.589,1726.47,1711.946,1724.353,15240,200,0
2022-09-12 08:00:00,1724.344,1729.866,1721.857,1729.537,18068,200,0
2022-09-12 12:00:00,1729.57,1735.081,1723.446,1734.214,29982,200,0
2022-09-12 16:00:00,1734.244,1734.806,1723.719,1724.433,14998,200,0
2022-09-12 20:00:00,1724.403,1726.375,1724.052,1725.246,4151,200,0
2022-09-13 00:00:00,1725.236,1727.54,1720.712,1721.335,12958,200,0
2022-09-13 04:00:00,1721.331,1725.324,1719.994,1723.826,12895,200,0
2022-09-13 08:00:00,1723.83,1731.429,1721.89,1729.708,16034,200,0
2022-09-13 12:00:00,1729.676,1731.772,1696.943,1700.93,51031,200,0
2022-09-13 16:00:00,1700.947,1707.259,1700.573,1702.432,16109,200,0
2022-09-13 20:00:00,1702.469,1703.274,1700.646,1702.097,5539,200,0
2022-09-14 00:00:00,1702.141,1703.559,1697.196,1700.376,15307,200,0
2022-09-14 04:00:00,1700.4,1705.068,1698.832,1703.143,19030,200,0
2022-09-14 08:00:00,1703.113,1706.089,1701.007,1701.591,18372,200,0
2022-09-14 12:00:00,1701.568,1707.068,1698.993,1703.606,28082,200,0
